	Rora cKO-Skin-MC-Treg-Replicate1	Rora cKO-Skin-MC-Treg-Replicate2	Rora cKO-Skin-MC-Treg-Replicate3	Rora cKO-Skin-Treg-Replicate1	Rora cKO-Skin-Treg-Replicate2	Rora cKO-Skin-Treg-Replicate3	WT-LN-Treg-Replicate1	WT-LN-Treg-Replicate2	WT-LN-Treg-Replicate3	WT-Skin-MC-Treg-Replicate1	WT-Skin-MC-Treg-Replicate2	WT-Skin-MC-Treg-Replicate3	WT-Skin-Treg-Replicate1	WT-Skin-Treg-Replicate2	WT-Skin-Treg-Replicate3
Ccdc102a	133	80	211	18	107	40	5	3	25	203	140	123	68	27	20
Ccdc103	9	0	0	0	0	0	0	0	1	5	0	1	0	0	0
Ccdc104	1498	1345	1315	836	867	973	1304	1534	1311	1838	1690	1480	1017	1286	818
Ccdc105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc106	6	2	8	9	9	0	1	7	13	3	3	13	0	4	0
Ccdc107	706	474	478	797	716	792	1218	1652	1052	747	926	740	748	1008	694
Ccdc108	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Ccdc109b	1159	905	1151	1811	1037	1627	1211	1533	1030	841	969	996	1099	1553	800
Ccdc11	5	0	5	12	0	6	8	3	8	5	0	8	2	38	1
Ccdc110	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Ccdc112	15	6	32	35	23	66	19	20	17	0	107	4	27	38	25
Ccdc113	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
Ccdc114	31	20	11	21	9	21	12	14	20	4	6	12	7	37	0
Ccdc115	1327	1137	1078	1158	1008	1185	1904	2363	1902	1588	1460	1329	994	1196	675
Ccdc116	15	12	2	1	16	0	16	23	36	13	14	13	7	0	20
Ccdc117	3753	3947	4205	2931	4033	4510	958	908	1062	4444	3764	3950	3239	2449	2190
Ccdc12	3262	2586	2426	2298	2033	2353	3949	4714	3474	3621	3041	3019	1777	3091	1828
Ccdc120	4	11	6	48	8	33	6	0	1	6	4	19	14	29	3
Ccdc121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc122	31	1	35	30	17	0	50	56	77	65	55	16	0	0	0
Ccdc124	2580	2115	2076	2664	2135	2391	2883	3142	2983	2773	2950	2541	2218	3165	2214
Ccdc125	528	552	422	239	246	273	743	967	796	533	494	474	241	202	148
Ccdc126	299	116	148	159	234	49	803	707	553	227	147	166	159	54	141
Ccdc127	1259	1176	1176	1395	1411	1519	1220	1501	1248	1767	1445	1654	1426	1534	1376
Ccdc129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc13	4	1	6	19	3	8	0	0	2	37	0	0	5	0	0
Ccdc130	370	212	360	277	188	229	725	895	666	556	483	450	218	185	238
Ccdc132	320	189	190	165	393	222	754	927	956	229	292	320	237	132	252
Ccdc134	470	539	456	683	495	777	522	686	710	658	478	616	486	555	493
Ccdc135	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc136	15	26	28	28	25	36	24	24	15	28	28	42	36	22	21
Ccdc137	645	659	548	509	610	618	844	964	913	719	987	840	650	563	562
Ccdc138	122	90	81	48	106	85	71	96	156	53	118	144	85	55	49
Ccdc14	8	57	5	43	29	0	87	119	141	6	10	14	0	0	9
Ccdc141	21	9	27	29	30	22	33	32	41	25	11	20	4	25	2
Ccdc142	54	81	77	51	35	55	282	271	321	70	110	144	96	25	30
Ccdc144b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc146	0	2	0	0	0	4	3	4	4	0	0	1	7	0	0
Ccdc147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc148	0	0	5	1	0	2	83	74	98	0	8	10	1	0	7
Ccdc149	0	0	4	0	17	0	0	1	0	0	18	0	0	0	0
Ccdc15	15	55	29	21	4	25	255	305	234	9	56	60	20	19	57
Ccdc150	12	0	7	0	0	0	1	4	5	0	3	5	0	0	0
Ccdc151	0	0	0	1	15	0	0	0	0	0	0	0	0	0	0
Ccdc152	0	0	2	0	0	0	0	0	0	3	1	1	0	0	1
Ccdc153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc154	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0
Ccdc155	7	5	2	5	0	17	8	12	5	0	0	4	7	22	0
Ccdc157	251	177	160	208	288	211	81	134	171	286	203	179	228	360	197
Ccdc158	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Ccdc159	0	0	0	0	0	0	0	13	1	0	8	1	0	0	13
Ccdc160	2	0	0	0	0	0	0	0	3	0	0	0	0	0	2
Ccdc162	0	6	0	0	0	0	9	10	5	0	3	6	1	1	0
Ccdc163	90	117	81	121	107	93	233	298	286	142	93	89	108	97	94
Ccdc166	105	126	148	131	59	151	596	661	431	229	223	147	96	116	34
Ccdc167	129	117	90	125	144	224	384	381	466	119	188	121	119	100	100
Ccdc169	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Ccdc17	86	111	108	150	121	91	164	196	219	138	85	126	81	121	109
Ccdc170	0	0	3	1	9	0	2	4	1	0	0	0	0	0	9
Ccdc171	126	43	70	163	105	78	465	438	623	46	44	105	73	121	155
Ccdc172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc173	86	24	37	19	54	48	121	142	128	48	50	55	31	41	8
Ccdc174	1325	979	990	994	872	897	1126	1299	929	1497	1389	1514	966	1340	980
Ccdc175	0	0	0	0	0	0	4	7	2	6	1	0	1	0	1
Ccdc176	1	6	1	0	7	4	6	3	2	2	6	4	7	0	1
Ccdc177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc18	64	42	12	38	13	12	60	81	124	24	66	19	15	60	77
Ccdc181	187	136	70	49	78	100	373	354	357	89	126	132	52	121	75
Ccdc183	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ccdc184	254	144	123	199	169	120	7	3	0	443	870	392	149	330	107
Ccdc185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc19	15	3	21	41	3	1	7	4	2	8	27	20	15	0	1
Ccdc22	252	299	196	337	362	501	914	1189	613	371	389	286	529	631	471
Ccdc23	1163	1054	1013	867	611	587	1475	1760	1279	1198	1269	1246	596	879	623
Ccdc24	0	0	0	0	0	12	0	0	0	0	0	0	0	0	10
Ccdc25	1255	1184	962	1129	1560	1517	1446	1929	1508	1498	1603	1283	1089	1202	886
Ccdc27	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1
Ccdc28a	463	330	307	305	250	254	804	1007	671	481	325	447	174	441	222
Ccdc28b	345	259	304	254	140	235	348	482	537	309	416	291	160	130	142
Ccdc3	0	0	7	54	34	8	0	0	1	6	36	10	66	0	10
Ccdc30	53	14	38	38	39	55	78	144	77	88	98	108	71	72	59
Ccdc32	756	884	735	666	690	613	769	997	632	959	871	750	436	822	470
Ccdc33	0	6	0	2	0	0	5	3	3	0	0	0	0	0	0
Ccdc34	230	218	172	288	185	135	256	325	434	171	254	188	137	172	167
Ccdc34os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc36	3	1	2	9	3	2	0	1	3	4	4	2	2	8	1
Ccdc37	0	0	0	0	2	0	0	0	0	0	0	0	12	0	1
Ccdc38	39	16	14	34	3	21	20	45	28	29	29	23	16	56	31
Ccdc39	4	3	2	17	0	6	5	3	4	10	1	3	1	2	3
Ccdc40	26	15	33	16	9	68	29	73	48	17	11	4	17	27	0
Ccdc42	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc42b	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1
Ccdc43	432	531	527	695	505	833	1312	1539	1303	560	759	641	526	587	432
Ccdc47	2465	2154	2166	2088	2043	2682	4192	4792	4578	2939	2773	3275	1914	1229	1644
Ccdc50	460	377	336	372	353	253	1371	1435	2050	359	664	553	234	196	260
Ccdc51	74	189	110	58	47	38	438	543	480	104	117	111	44	39	60
Ccdc53	972	597	777	644	562	467	2188	2676	1816	916	836	880	358	687	428
Ccdc54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc55	1523	1471	1364	991	1234	1405	1979	2345	1869	2220	1743	1917	978	1609	1308
Ccdc57	16	25	25	0	2	24	5	18	30	29	65	26	9	3	26
Ccdc58	191	124	146	220	98	144	610	762	557	176	202	233	78	71	118
Ccdc59	2034	1603	1725	1902	1676	1921	1625	1913	1382	2450	2171	2066	1712	2534	1626
Ccdc6	1104	1426	1106	1310	1326	1197	979	954	921	1550	1394	1369	732	1117	886
Ccdc60	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
Ccdc61	247	228	213	188	294	356	767	946	999	233	264	256	179	81	73
Ccdc62	45	48	50	89	64	45	71	111	125	34	43	50	40	31	31
Ccdc63	20	15	13	56	44	64	10	0	14	125	62	86	58	66	51
Ccdc64	16	58	26	58	100	152	250	196	283	36	42	42	73	108	55
Ccdc64b	8	16	11	11	45	7	1	0	1	121	64	54	6	37	16
Ccdc65	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0
Ccdc66	198	175	123	126	242	201	605	695	581	296	151	207	105	108	95
Ccdc67	0	0	0	0	0	3	0	0	2	5	3	0	27	0	0
Ccdc68	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ccdc69	661	506	516	648	616	480	1973	2230	2064	632	548	477	285	429	400
Ccdc7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc71	739	888	852	1003	541	782	2036	2216	1696	862	1056	959	687	298	619
Ccdc71l	185	265	589	391	903	649	75	58	71	245	582	115	301	212	135
Ccdc73	6	3	10	11	2	7	7	15	16	19	5	11	17	3	7
Ccdc74a	0	0	2	3	1	4	5	7	7	4	21	6	4	12	7
Ccdc77	188	117	119	152	145	128	341	355	386	192	206	190	128	21	151
Ccdc78	3	5	4	1	0	1	4	11	12	3	5	9	0	1	1
Ccdc79	0	0	0	0	0	0	5	5	7	0	0	0	0	0	0
Ccdc8	1	3	5	0	0	0	1	0	1	5	0	3	0	0	0
Ccdc80	67	26	38	48	24	0	32	31	39	46	6	87	38	0	36
Ccdc81	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0
Ccdc82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc83	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Ccdc84	645	667	601	614	574	789	500	585	472	934	917	862	546	999	570
Ccdc85a	0	0	14	0	0	0	0	0	2	0	0	0	0	0	0
Ccdc85b	291	365	390	458	534	526	1113	1163	820	424	606	405	462	717	440
Ccdc85c	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
Ccdc86	303	406	335	466	473	392	891	1042	1151	540	606	560	559	703	401
Ccdc87	0	0	10	0	0	0	13	9	7	0	2	0	0	0	0
Ccdc88a	98	107	105	49	77	88	137	134	288	216	165	187	68	52	121
Ccdc88b	1741	1790	1503	1748	1968	2308	1722	1668	2543	1785	2065	2338	1996	2573	1246
Ccdc88c	1535	1767	1676	2356	2517	3358	1711	1548	2328	2364	2363	2223	2389	2044	2249
Ccdc89	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
Ccdc9	950	868	895	1385	1540	1612	1348	1780	1166	1182	1226	1217	1795	1653	1120
Ccdc90b	143	127	170	195	106	183	584	654	644	208	257	234	127	215	211
Ccdc91	220	172	154	171	273	268	653	777	546	124	191	163	146	179	162
Ccdc92	534	736	803	840	1227	1255	1153	1332	826	1014	1130	722	1297	1021	689
Ccdc93	378	421	277	373	411	515	580	627	644	346	441	499	330	530	230
Ccdc94	523	523	417	442	461	568	818	947	614	782	692	561	613	582	548
Ccdc96	0	0	4	0	3	13	0	0	6	3	1	4	6	35	4
Ccdc97	597	545	537	544	437	623	1565	1791	1777	671	776	624	595	580	622
Ccer1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cchcr1	64	82	39	119	127	226	211	224	338	142	143	93	179	186	68
Ccin	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Cck	0	0	0	24	3	13	0	0	0	0	0	1	4	0	9
Cckar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cckbr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl1	19	28	22	169	41	62	38	47	176	4	13	15	21	5	12
Ccl11	0	14	61	63	41	0	0	0	0	9	0	15	14	10	0
Ccl12	25	142	33	0	0	0	7	4	16	52	1	37	0	8	0
Ccl17	2	33	10	9	0	3	0	0	23	15	53	2	4	6	0
Ccl19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl2	132	1306	1336	619	83	9	0	0	2	173	131	454	26	77	84
Ccl20	11	58	35	4	0	0	24	22	12	36	88	34	29	0	25
Ccl21a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl21b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl21c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl22	17	65	25	103	0	0	4	20	371	51	69	9	9	0	0
Ccl24	13	308	264	0	3	0	0	0	0	4	0	11	0	0	0
Ccl25	40	28	26	26	1	15	98	101	83	54	51	39	25	39	1
Ccl26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl27a	36	25	32	36	36	30	23	36	30	25	18	19	19	30	19
Ccl27b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl3	8	414	88	33	73	51	2	1	24	55	35	111	13	60	75
Ccl4	35	282	249	133	56	43	81	86	107	159	82	185	42	86	70
Ccl5	435	331	567	1026	1274	1122	296	315	808	285	342	399	747	700	631
Ccl6	374	1657	462	104	192	27	0	0	83	45	50	223	5	26	166
Ccl7	378	2223	796	108	45	5	4	0	0	222	51	628	11	82	81
Ccl8	848	2261	1023	49	20	15	20	19	25	442	3	119	17	210	96
Ccl9	169	901	229	136	56	11	14	15	55	270	37	124	19	24	164
Ccm2	5790	5200	4713	5440	5455	6670	8609	9126	6389	5743	5885	5572	4702	6121	4121
Ccm2l	4	0	2	0	6	0	0	0	0	0	7	0	0	0	2
Ccna1	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0
Ccna2	727	486	440	1214	460	603	661	966	3315	671	984	594	441	284	406
Ccnb1	475	319	352	634	228	300	547	887	3199	402	490	306	181	231	259
Ccnb1ip1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Ccnb2	892	606	662	1297	430	424	886	1208	3280	439	1333	748	377	584	563
Ccnb3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccnc	2297	2202	2027	1680	1773	1604	1309	1549	1498	2869	2730	2883	1861	1504	2310
Ccnd1	17	26	23	16	40	40	14	30	65	40	20	37	20	18	39
Ccnd2	25028	19446	20894	28324	24364	25118	25584	28108	25192	23273	21130	24033	17634	24316	15262
Ccnd3	2562	1940	2239	2587	3104	2953	5319	6536	5510	2249	2293	2220	2871	2775	1498
Ccndbp1	2614	2521	1990	2029	2135	2154	3582	4445	3165	3104	3044	2877	1885	2081	1962
Ccne1	313	234	265	247	229	231	336	338	535	434	402	253	226	251	258
Ccne2	323	229	200	355	314	293	82	144	323	270	413	293	389	215	293
Ccnf	163	225	170	213	195	165	239	353	1029	185	191	244	212	98	113
Ccng1	5584	4911	4418	5566	6175	5695	7163	7004	7532	6236	6161	6507	5679	3620	4783
Ccng2	6997	7277	7374	4769	5462	5885	4185	4754	4466	7692	7618	9227	5001	4846	5234
Ccnh	929	857	913	728	766	672	2330	2851	2520	830	982	913	553	695	641
Ccni	2034	2419	2341	2647	2479	2621	3422	4034	4465	2970	3135	3158	1947	1930	2380
Ccnj	66	50	59	38	111	81	233	240	331	63	82	75	19	60	37
Ccnjl	0	0	0	0	0	0	3	14	5	0	0	1	0	0	0
Ccnk	271	246	201	285	271	356	211	248	248	273	278	331	312	509	204
Ccnl1	6870	5378	5753	9191	10053	14480	3133	2894	3240	9030	8290	5049	11096	10719	8517
Ccnl2	6297	5797	5678	6982	7108	9450	3890	4424	4968	7856	7304	7824	6807	7108	6941
Ccno	36	19	59	121	46	92	1	11	2	40	38	34	31	92	44
Ccnt1	3311	2646	2145	3167	3781	3583	2190	2299	2346	3766	3073	3462	3749	3239	2977
Ccnt2	1221	974	1058	1002	1279	1611	1389	1367	1582	1200	1237	1422	1289	1321	1061
Ccny	487	693	815	1000	1067	1137	743	402	487	1173	1139	406	690	715	519
Ccnyl1	102	111	103	174	381	263	6	25	23	258	153	92	150	357	120
Ccp110	233	178	135	193	66	168	149	228	339	238	318	216	194	190	118
Ccpg1	2034	2055	1831	1578	1964	2444	3010	3268	2578	2808	1946	3172	2472	1569	1849
Ccpg1os	41	42	35	19	5	24	143	128	97	48	18	42	23	5	15
Ccr1	537	614	424	770	447	536	18	47	40	324	478	539	641	334	352
Ccr10	654	275	346	1494	1879	1752	243	150	558	88	232	295	1280	1814	1014
Ccr1l1	5	17	1	2	18	33	0	0	0	0	0	3	7	0	0
Ccr2	10578	9273	10535	9515	8357	8878	608	703	849	9700	6066	12793	7754	4854	4653
Ccr3	3433	2152	3200	3397	2117	2910	114	105	85	1765	943	2173	1273	1076	1029
Ccr4	2399	2646	2570	1714	2245	1522	800	974	1520	4008	3777	4465	1977	1261	1664
Ccr5	2691	2916	3469	2226	2330	2270	37	80	134	2203	1873	3323	1436	932	922
Ccr6	59	103	109	408	271	171	1669	1991	3459	2055	2766	2613	2278	2504	2309
Ccr7	6375	6518	7420	7562	7622	6819	15943	18809	11711	6444	6396	5679	8558	5894	9955
Ccr8	8826	8101	8353	11500	12310	16342	1921	2446	5145	11568	12934	11341	14484	13616	13255
Ccr9	5	3	3	1	14	54	130	243	134	1	13	6	0	0	0
Ccrl2	1467	1456	1521	1328	1453	1266	404	447	367	1989	1878	1997	2349	2541	2780
Ccrn4l	749	880	890	907	1348	1402	302	229	359	805	1484	562	1137	1241	862
Ccs	1762	1985	1611	965	1038	1167	3223	3373	2264	1679	1520	1666	1046	1411	758
Ccsap	207	153	180	217	349	302	325	525	383	137	274	203	344	319	319
Ccser1	0	0	0	0	0	0	5	3	1	0	0	2	0	0	6
Ccser2	2726	2007	2085	2898	3706	3860	1802	1792	2006	2975	2766	2796	2919	2558	2876
Cct2	6332	5292	5325	5485	4517	5503	5416	6661	6836	7209	6419	7010	4923	4981	4592
Cct3	7074	5332	5842	8214	6991	8982	9505	11541	11493	9282	8394	8393	7464	6466	6500
Cct4	6904	5702	5757	7836	7213	9090	7522	8779	8453	7340	6630	7000	7588	6023	6075
Cct5	9864	8233	7755	10791	9620	9904	13038	14315	15159	11055	11023	11545	8904	9895	8034
Cct6a	6682	5519	5146	6706	6094	7280	7686	9734	10396	6709	7585	7316	5478	5553	5155
Cct6b	14	16	6	0	14	4	9	16	9	0	14	5	5	0	9
Cct7	7701	5797	5932	8274	6077	7358	10436	12258	11055	8394	8323	7883	5434	6115	5670
Cct8	9312	7552	7597	8431	6989	8695	13164	15541	14726	9783	9433	10065	6681	5728	6736
Cct8l1	2	0	0	0	0	2	0	0	1	0	0	0	10	0	0
Ccz1	1591	1054	1390	1154	1414	1445	1777	2084	1855	1850	1639	1800	1026	1379	1069
Cd101	716	846	605	1072	1418	1221	880	1085	999	512	613	564	1104	694	814
Cd109	1	5	21	10	0	15	0	0	11	29	0	53	29	0	5
Cd14	320	610	624	281	318	166	0	0	5	399	121	432	62	31	513
Cd151	88	98	91	82	137	170	79	83	89	89	165	74	97	263	99
Cd160	27	88	32	75	22	9	525	733	965	44	27	19	8	31	8
Cd163	24	162	42	38	56	2	0	0	1	14	0	8	2	0	55
Cd163l1	0	0	8	0	22	4	0	0	12	0	14	1	1	0	35
Cd164	7447	5993	6195	6431	7249	7709	7871	8672	7950	8795	8614	9818	8637	5946	7288
Cd164l2	0	0	4	0	0	2	0	0	0	2	4	1	0	0	0
Cd177	0	14	0	7	1	18	2	20	4	0	0	6	0	0	0
Cd180	0	0	1	0	0	0	19	35	97	0	0	0	0	0	0
Cd19	0	0	0	0	0	0	480	452	2882	0	0	1	0	0	0
Cd1d1	1510	1503	1120	577	740	810	1596	1949	1314	1234	1033	1347	482	587	285
Cd1d2	20	9	13	6	6	15	38	44	16	0	10	9	0	9	5
Cd2	76219	64839	64537	76795	63235	78886	35392	38570	28626	75072	53792	70610	59542	81391	39830
Cd200	710	452	592	714	393	527	3153	3733	4314	589	709	758	361	257	394
Cd200r1	6951	5005	5517	7455	6270	8913	1497	1451	1584	6604	5518	5661	5720	5609	3984
Cd200r2	30	5	0	17	2	2	0	0	0	15	0	8	0	14	2
Cd200r3	20	28	12	0	0	0	48	50	25	15	4	13	0	0	0
Cd200r4	709	518	339	507	508	526	59	45	62	559	485	627	298	478	337
Cd207	0	35	0	2	43	101	0	0	1	42	11	10	9	10	113
Cd209a	145	164	86	252	220	169	2	0	58	41	11	105	42	52	128
Cd209b	9	48	3	0	0	16	66	50	248	0	10	6	0	0	0
Cd209c	92	130	109	116	129	155	50	42	91	109	128	82	80	202	127
Cd209d	20	130	67	44	135	31	13	9	41	21	27	27	19	15	91
Cd209e	11	116	18	194	132	24	0	0	20	51	16	28	0	0	42
Cd209f	0	0	2	7	4	0	5	0	4	0	0	17	0	31	2
Cd209g	0	0	15	4	0	0	0	3	2	0	0	10	0	0	1
Cd22	97	13	95	14	10	26	608	612	2461	20	43	16	1	0	2
Cd226	416	354	291	447	346	296	1403	1761	1707	817	455	649	378	348	304
Cd244	19	28	33	56	19	37	8	2	72	28	15	15	0	24	22
Cd247	10466	7165	7945	7088	5731	7641	12704	14046	9716	8682	7700	10293	5230	6076	4510
Cd248	5	8	33	89	0	0	0	0	0	0	4	8	12	0	5
Cd24a	67	170	183	237	126	74	187	235	600	206	172	135	206	39	88
Cd27	11946	11934	10938	10009	9400	12388	11939	13435	8420	12664	9022	10718	10878	13537	9270
Cd274	4338	3337	3738	3804	5046	5715	1447	1720	1567	4376	2919	3938	3382	2660	4156
Cd276	0	2	2	10	0	0	0	0	11	0	0	2	1	0	0
Cd28	15038	10046	10504	18608	20615	24885	8312	9369	10588	14726	10491	13163	15305	15862	14879
Cd2ap	308	277	216	383	319	375	621	679	757	321	353	303	356	357	282
Cd2bp2	1465	1230	1316	1257	1216	1419	2108	2500	2047	1824	1592	1555	1307	1540	1132
Cd300a	90	132	112	106	87	132	87	72	185	160	76	96	103	95	148
Cd300c	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Cd300e	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0
Cd300lb	12	14	26	0	0	0	5	4	9	0	0	0	10	0	31
Cd300ld	9	46	14	0	22	0	8	5	54	22	10	19	0	19	27
Cd300lf	6	16	15	9	24	8	6	33	27	16	7	5	17	9	20
Cd300lg	8	5	46	46	23	1	0	0	4	0	14	24	1	52	49
Cd300lh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd302	93	119	132	79	46	37	23	20	33	51	56	89	19	169	83
Cd320	876	684	816	659	688	636	425	541	636	1242	1390	1123	1067	1159	947
Cd33	6	34	27	1	1	0	4	1	21	5	1	3	0	0	19
Cd34	15	13	129	128	126	61	0	2	0	8	17	77	107	41	12
Cd36	29	51	361	277	9	81	17	5	95	12	293	309	42	257	438
Cd37	7231	5992	6370	6989	8162	7653	10489	11210	10086	7433	7562	8932	8311	11155	6998
Cd38	195	157	99	50	86	65	977	1244	2270	195	274	302	118	79	193
Cd3d	18163	14314	14678	12821	9594	9981	26443	29702	19783	13898	12891	15126	8021	10644	7959
Cd3e	25227	17976	18470	21299	20993	20989	46277	52376	41990	22877	20777	24401	19464	18817	17392
Cd3eap	151	95	118	148	209	125	622	719	672	282	258	234	140	231	192
Cd3g	26499	17937	19074	22704	17311	16956	42486	47358	31956	17424	16749	19055	15548	21136	13922
Cd4	10113	9026	8602	8465	8928	7306	12215	14241	12978	10738	9934	10974	7110	5194	4637
Cd40	114	113	79	132	9	115	135	146	318	120	131	43	38	60	110
Cd40lg	1293	793	853	1862	1634	1753	1692	1966	1959	540	741	634	602	737	652
Cd44	8601	4044	5042	18707	18803	24389	2661	2945	3791	7443	8855	7582	17636	16550	15500
Cd46	1	1	9	8	3	7	23	13	13	8	14	7	2	3	4
Cd47	11019	9297	11405	11381	10585	10103	13550	16042	11836	11221	9722	11472	8816	8120	7023
Cd48	8853	6579	6665	5821	5032	4693	13145	15567	9607	6547	6434	8383	3419	1602	3003
Cd5	26038	19405	19050	19415	19140	22866	20361	21752	19868	24027	24956	23822	16501	18373	13815
Cd52	46058	43609	42261	32169	24451	23305	40061	50217	36611	39852	50584	42431	21125	30884	25367
Cd53	58690	42001	48472	49159	40531	46780	40576	42254	30778	63122	38495	66214	42844	32206	33172
Cd55	492	457	404	321	330	321	1074	1245	1232	476	398	573	511	266	482
Cd59a	35	7	59	84	29	65	3	1	8	47	52	88	57	96	16
Cd59b	0	1	1	4	1	4	1	0	1	2	0	1	12	5	0
Cd5l	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0
Cd6	14233	12736	12794	15514	18496	21280	18838	20916	21861	15324	14239	14711	16043	13312	12234
Cd63	281	895	746	649	340	95	54	29	172	517	225	523	208	282	315
Cd68	334	676	383	185	121	98	55	25	165	202	143	215	91	128	202
Cd69	14954	10565	9544	16086	14332	18057	5199	6609	5863	16702	11470	13091	14637	15377	16446
Cd7	1713	1664	1336	1160	1074	1254	1360	1628	1047	1416	834	1172	477	729	419
Cd70	31	4	17	62	20	10	23	2	21	0	40	6	28	0	21
Cd72	208	71	57	230	395	268	1037	1354	1009	109	89	118	308	573	284
Cd74	17496	13148	11195	32037	19873	18987	18722	17958	55271	12967	11583	12298	12967	17497	17161
Cd79a	55	36	24	20	40	48	2128	2212	7186	39	37	33	14	46	16
Cd79b	420	200	297	204	123	226	1733	1836	5160	344	311	279	152	217	110
Cd80	432	264	337	257	193	258	36	34	58	414	359	307	211	206	170
Cd81	9755	6596	7099	8653	6934	8124	5957	6258	6810	8281	12363	8272	5540	7544	6121
Cd82	31021	22805	22843	32631	28226	32817	19269	22343	22285	32489	28341	30830	26282	33381	24660
Cd83	7708	7682	6253	6611	5965	6192	8738	10136	11474	10297	11855	12589	7937	8067	10422
Cd84	1762	1192	1110	1200	1144	966	5337	5326	5507	1958	1676	1793	1371	1553	934
Cd86	535	407	496	788	1262	984	1959	2292	2599	407	445	487	1091	998	1670
Cd8a	3	0	16	0	0	8	229	130	477	0	0	5	35	0	2
Cd8b1	416	437	436	494	256	496	836	1041	1231	335	235	453	215	200	185
Cd9	1918	1625	2995	2071	1076	740	3782	4489	2347	2188	1708	2651	1256	600	971
Cd93	8	3	45	25	21	2	0	3	25	2	59	11	0	1	59
Cd96	1545	979	1017	1010	1075	1079	11147	12584	9587	1003	989	1273	775	698	865
Cd97	9145	5554	5618	11124	14694	15923	10743	12154	11140	9770	9663	8975	14793	14498	9253
Cd99l2	615	341	502	704	599	519	701	834	829	396	402	405	554	426	356
Cda	0	1	6	0	0	0	0	0	0	0	8	0	0	0	0
Cdadc1	676	714	573	765	622	1081	979	1041	842	1012	792	949	859	915	668
Cdan1	277	311	247	330	367	387	322	294	415	482	490	328	372	360	267
Cdc123	1922	1707	1610	1525	1046	1205	3289	3650	3117	1974	2017	2104	1035	1625	1267
Cdc14a	325	125	266	245	344	584	487	487	746	332	360	295	282	258	255
Cdc14b	261	267	210	222	193	203	221	236	289	278	312	259	207	202	153
Cdc16	798	655	733	813	701	959	1871	2369	2069	1218	993	952	579	614	803
Cdc20	334	310	272	653	290	467	739	926	2113	375	447	328	255	250	424
