Gene stable ID	Transcript length (including UTRs and CDS)
ENSMUSG00000035443	853
ENSMUSG00000035443	963
ENSMUSG00000035443	559
ENSMUSG00000035443	520
ENSMUSG00000026946	1291
ENSMUSG00000026946	1130
ENSMUSG00000026946	792
ENSMUSG00000026946	1162
ENSMUSG00000026946	487
ENSMUSG00000026946	388
ENSMUSG00000001642	5024
ENSMUSG00000001642	554
ENSMUSG00000001642	1387
ENSMUSG00000001642	3254
ENSMUSG00000001642	845
ENSMUSG00000001642	583
ENSMUSG00000111031	424
ENSMUSG00000049806	4192
ENSMUSG00000049806	927
ENSMUSG00000009487	10043
ENSMUSG00000009487	2204
ENSMUSG00000009487	3558
ENSMUSG00000094500	587
ENSMUSG00000087322	361
ENSMUSG00000103161	3012
ENSMUSG00000102921	231
ENSMUSG00000096574	1955
ENSMUSG00000096574	450
ENSMUSG00000046150	3783
ENSMUSG00000046150	3712
ENSMUSG00000046150	978
ENSMUSG00000084128	3536
ENSMUSG00000084128	1822
ENSMUSG00000084128	276
ENSMUSG00000084128	1173
ENSMUSG00000084128	721
ENSMUSG00000084128	531
ENSMUSG00000084128	631
ENSMUSG00000084128	608
ENSMUSG00000084128	419
ENSMUSG00000089699	250
ENSMUSG00000031585	1634
ENSMUSG00000031585	1566
ENSMUSG00000031585	575
ENSMUSG00000031585	419
ENSMUSG00000031585	471
ENSMUSG00000031585	471
ENSMUSG00000031585	1664
ENSMUSG00000078183	195
ENSMUSG00000115547	672
ENSMUSG00000103201	2057
ENSMUSG00000072762	2001
ENSMUSG00000072762	599
ENSMUSG00000083585	388
ENSMUSG00000003623	2996
ENSMUSG00000003623	1006
ENSMUSG00000003623	2746
ENSMUSG00000104017	2233
ENSMUSG00000022519	3698
ENSMUSG00000022519	5000
ENSMUSG00000022519	366
ENSMUSG00000022519	349
ENSMUSG00000022519	353
ENSMUSG00000049477	363
ENSMUSG00000116838	1936
ENSMUSG00000051593	1973
ENSMUSG00000051593	1323
ENSMUSG00000051593	1936
ENSMUSG00000051593	962
ENSMUSG00000059631	865
ENSMUSG00000021738	2946
ENSMUSG00000021738	2954
ENSMUSG00000021738	6853
ENSMUSG00000021738	534
ENSMUSG00000021738	392
ENSMUSG00000021738	492
ENSMUSG00000021738	766
ENSMUSG00000021738	1081
ENSMUSG00000021738	779
ENSMUSG00000105471	665
ENSMUSG00000086095	1957
ENSMUSG00000086095	1518
ENSMUSG00000086095	1519
ENSMUSG00000086095	1751
ENSMUSG00000086095	2977
ENSMUSG00000033233	1815
ENSMUSG00000033233	4612
ENSMUSG00000033233	3337
ENSMUSG00000033233	2274
ENSMUSG00000024002	5957
ENSMUSG00000024002	5922
ENSMUSG00000024002	747
ENSMUSG00000024002	438
ENSMUSG00000024002	507
ENSMUSG00000024002	4486
ENSMUSG00000024002	1910
ENSMUSG00000024002	2118
ENSMUSG00000024002	618
ENSMUSG00000087314	1432
ENSMUSG00000105044	645
ENSMUSG00000110034	549
ENSMUSG00000047419	11850
ENSMUSG00000030218	617
ENSMUSG00000030218	715
ENSMUSG00000053211	2864
ENSMUSG00000053211	2783
ENSMUSG00000034087	3326
ENSMUSG00000034087	3274
ENSMUSG00000034087	2562
ENSMUSG00000034087	788
ENSMUSG00000034087	778
ENSMUSG00000073002	2619
ENSMUSG00000073002	623
ENSMUSG00000073002	553
ENSMUSG00000030697	1359
ENSMUSG00000030697	1400
ENSMUSG00000030697	477
ENSMUSG00000030697	453
ENSMUSG00000030697	881
ENSMUSG00000030697	301
ENSMUSG00000030697	494
ENSMUSG00000030697	776
ENSMUSG00000030697	865
ENSMUSG00000030697	1984
ENSMUSG00000030697	1747
ENSMUSG00000101010	695
ENSMUSG00000040489	2997
ENSMUSG00000030016	604
ENSMUSG00000030016	422
ENSMUSG00000030016	9033
ENSMUSG00000030016	3300
ENSMUSG00000030016	374
ENSMUSG00000030016	2806
ENSMUSG00000030016	2991
ENSMUSG00000030016	4356
ENSMUSG00000030016	6199
ENSMUSG00000030016	1502
ENSMUSG00000030016	384
ENSMUSG00000030016	3822
ENSMUSG00000030016	3968
ENSMUSG00000030016	609
ENSMUSG00000030016	798
ENSMUSG00000030016	591
ENSMUSG00000030016	636
ENSMUSG00000030016	454
ENSMUSG00000030016	2270
ENSMUSG00000030016	904
ENSMUSG00000030016	602
ENSMUSG00000030016	4366
ENSMUSG00000097140	551
ENSMUSG00000002083	405
ENSMUSG00000002083	1814
ENSMUSG00000002083	485
ENSMUSG00000002083	881
ENSMUSG00000091045	2358
ENSMUSG00000091045	2334
ENSMUSG00000091045	2448
ENSMUSG00000091045	1407
ENSMUSG00000036466	3652
ENSMUSG00000036466	6680
ENSMUSG00000036466	3474
ENSMUSG00000036466	2942
ENSMUSG00000036466	3944
ENSMUSG00000036466	865
ENSMUSG00000036466	357
ENSMUSG00000036466	771
ENSMUSG00000036466	425
ENSMUSG00000036466	6018
ENSMUSG00000090015	2417
ENSMUSG00000090015	1551
ENSMUSG00000090015	192
ENSMUSG00000114382	909
ENSMUSG00000114382	556
ENSMUSG00000100447	315
ENSMUSG00000103630	2085
ENSMUSG00000053783	921
ENSMUSG00000001741	5260
ENSMUSG00000001741	3183
ENSMUSG00000001741	2605
ENSMUSG00000001741	2625
ENSMUSG00000001741	532
ENSMUSG00000001741	348
ENSMUSG00000100960	869
ENSMUSG00000114968	2990
ENSMUSG00000092464	1096
ENSMUSG00000031988	3575
ENSMUSG00000031988	2654
ENSMUSG00000111127	260
ENSMUSG00000080842	601
ENSMUSG00000082216	952
ENSMUSG00000082216	852
ENSMUSG00000097863	589
ENSMUSG00000029104	4382
ENSMUSG00000029104	13215
ENSMUSG00000029104	3225
ENSMUSG00000029104	2614
ENSMUSG00000029104	457
ENSMUSG00000029104	2271
ENSMUSG00000029104	1570
ENSMUSG00000029104	3976
ENSMUSG00000111285	1020
ENSMUSG00000092514	547
ENSMUSG00000109899	730
ENSMUSG00000082870	342
ENSMUSG00000069072	8897
ENSMUSG00000069072	3080
ENSMUSG00000104070	657
ENSMUSG00000112851	671
ENSMUSG00000056961	1992
ENSMUSG00000056961	1843
ENSMUSG00000056961	948
ENSMUSG00000112355	2020
ENSMUSG00000112050	493
ENSMUSG00000080921	213
ENSMUSG00000004748	1411
ENSMUSG00000004748	410
ENSMUSG00000046130	8472
ENSMUSG00000046130	5888
ENSMUSG00000046130	6361
ENSMUSG00000046130	4334
ENSMUSG00000046130	4807
ENSMUSG00000046130	7999
ENSMUSG00000046130	945
ENSMUSG00000093812	931
ENSMUSG00000103392	536
ENSMUSG00000113690	745
ENSMUSG00000083186	600
ENSMUSG00000074867	1379
ENSMUSG00000074867	355
ENSMUSG00000074867	700
ENSMUSG00000074867	1560
ENSMUSG00000074867	2571
ENSMUSG00000074867	765
ENSMUSG00000074867	449
ENSMUSG00000031902	1925
ENSMUSG00000031902	3207
ENSMUSG00000031902	3712
ENSMUSG00000031902	2207
ENSMUSG00000031902	5984
ENSMUSG00000031902	2863
ENSMUSG00000031902	2721
ENSMUSG00000111505	3369
ENSMUSG00000027531	4185
ENSMUSG00000027531	2988
ENSMUSG00000027531	1100
ENSMUSG00000027531	734
ENSMUSG00000027531	283
ENSMUSG00000042228	3463
ENSMUSG00000042228	3387
ENSMUSG00000042228	687
ENSMUSG00000042228	685
ENSMUSG00000112455	312
ENSMUSG00000002308	2209
ENSMUSG00000002308	492
ENSMUSG00000002308	1417
ENSMUSG00000002308	1191
ENSMUSG00000112092	177
ENSMUSG00000024052	3158
ENSMUSG00000024052	1586
ENSMUSG00000024052	677
ENSMUSG00000024052	5640
ENSMUSG00000024052	1430
ENSMUSG00000024052	4167
ENSMUSG00000024052	887
ENSMUSG00000024052	357
ENSMUSG00000024052	1112
ENSMUSG00000024052	819
ENSMUSG00000024052	619
ENSMUSG00000024052	2797
ENSMUSG00000024052	978
ENSMUSG00000112687	745
ENSMUSG00000102204	1875
ENSMUSG00000020390	1792
ENSMUSG00000020390	585
ENSMUSG00000020390	516
ENSMUSG00000020390	408
ENSMUSG00000112840	730
ENSMUSG00000092051	1138
ENSMUSG00000092051	1753
ENSMUSG00000029680	3269
ENSMUSG00000110884	1730
ENSMUSG00000098052	1003
ENSMUSG00000110211	138
ENSMUSG00000091730	3942
ENSMUSG00000020609	1118
ENSMUSG00000020609	13934
ENSMUSG00000020609	13369
ENSMUSG00000020609	2174
ENSMUSG00000113549	1560
ENSMUSG00000090318	481
ENSMUSG00000103615	1495
ENSMUSG00000103615	619
ENSMUSG00000103615	435
ENSMUSG00000111395	1090
ENSMUSG00000029782	3998
ENSMUSG00000029782	1679
ENSMUSG00000029782	1905
ENSMUSG00000029782	3485
ENSMUSG00000029782	2273
ENSMUSG00000029782	1718
ENSMUSG00000029782	1824
ENSMUSG00000029782	598
ENSMUSG00000029782	3128
ENSMUSG00000029782	459
ENSMUSG00000029782	1212
ENSMUSG00000085953	2456
ENSMUSG00000085953	326
ENSMUSG00000019990	4137
ENSMUSG00000019990	3257
ENSMUSG00000019990	1697
ENSMUSG00000019990	1380
ENSMUSG00000019990	1665
ENSMUSG00000019990	5364
ENSMUSG00000019990	550
ENSMUSG00000019990	2735
ENSMUSG00000034438	1902
ENSMUSG00000034438	3382
ENSMUSG00000034438	1600
ENSMUSG00000034438	2459
ENSMUSG00000070983	2502
ENSMUSG00000070983	3145
ENSMUSG00000070983	2204
ENSMUSG00000070983	939
ENSMUSG00000113678	387
ENSMUSG00000093516	494
ENSMUSG00000095533	984
ENSMUSG00000095533	612
ENSMUSG00000102199	567
ENSMUSG00000101910	1493
ENSMUSG00000101910	431
ENSMUSG00000114112	864
ENSMUSG00000036006	5476
ENSMUSG00000036006	2342
ENSMUSG00000036006	3142
ENSMUSG00000036006	3261
ENSMUSG00000036006	5608
ENSMUSG00000036006	665
ENSMUSG00000036006	2550
ENSMUSG00000036006	3371
ENSMUSG00000036006	1350
ENSMUSG00000036006	546
ENSMUSG00000036006	649
ENSMUSG00000036006	2004
ENSMUSG00000036006	760
ENSMUSG00000117356	1443
ENSMUSG00000024406	1362
ENSMUSG00000024406	994
ENSMUSG00000024406	435
ENSMUSG00000024406	496
ENSMUSG00000024406	462
ENSMUSG00000024406	688
ENSMUSG00000041153	2658
ENSMUSG00000041153	1966
ENSMUSG00000041153	623
ENSMUSG00000041153	3432
ENSMUSG00000041153	707
ENSMUSG00000053453	937
ENSMUSG00000053453	951
ENSMUSG00000053453	1918
ENSMUSG00000053453	424
ENSMUSG00000053453	844
ENSMUSG00000053453	765
ENSMUSG00000053453	454
ENSMUSG00000053453	741
ENSMUSG00000053453	512
ENSMUSG00000053453	617
ENSMUSG00000053453	707
ENSMUSG00000053453	5264
ENSMUSG00000053453	706
ENSMUSG00000053453	436
ENSMUSG00000113518	328
ENSMUSG00000117381	227
ENSMUSG00000091631	11130
ENSMUSG00000091631	10873
ENSMUSG00000091631	11145
ENSMUSG00000020647	7329
ENSMUSG00000020647	4756
ENSMUSG00000020647	781
ENSMUSG00000020647	4917
ENSMUSG00000020647	2069
ENSMUSG00000020647	2822
ENSMUSG00000020647	745
ENSMUSG00000020647	365
ENSMUSG00000020647	542
ENSMUSG00000069899	958
ENSMUSG00000069899	784
ENSMUSG00000114039	548
ENSMUSG00000098029	567
ENSMUSG00000098029	973
ENSMUSG00000103408	981
ENSMUSG00000098060	835
ENSMUSG00000100476	529
ENSMUSG00000097382	339
ENSMUSG00000113429	1089
ENSMUSG00000025927	5863
ENSMUSG00000025927	3023
ENSMUSG00000025927	1946
ENSMUSG00000025927	610
ENSMUSG00000025927	592
ENSMUSG00000095195	1955
ENSMUSG00000095195	444
ENSMUSG00000102218	433
ENSMUSG00000108698	273
ENSMUSG00000115616	400
ENSMUSG00000072739	1512
ENSMUSG00000086493	333
ENSMUSG00000086103	432
ENSMUSG00000100607	2166
ENSMUSG00000089664	521
ENSMUSG00000081755	630
ENSMUSG00000050732	820
ENSMUSG00000050732	2076
ENSMUSG00000074254	1738
ENSMUSG00000094595	4358
ENSMUSG00000096488	1933
ENSMUSG00000081053	218
ENSMUSG00000084408	1322
ENSMUSG00000099829	416
ENSMUSG00000113588	1881
ENSMUSG00000107198	3201
ENSMUSG00000096905	1204
ENSMUSG00000101278	1497
ENSMUSG00000101278	437
ENSMUSG00000035653	1724
ENSMUSG00000035653	4009
ENSMUSG00000035653	4410
ENSMUSG00000035653	3615
ENSMUSG00000035653	2075
ENSMUSG00000108285	665
ENSMUSG00000090578	1201
ENSMUSG00000094880	384
ENSMUSG00000078773	434
ENSMUSG00000078773	2403
ENSMUSG00000078773	652
ENSMUSG00000078773	2870
ENSMUSG00000078773	447
ENSMUSG00000078773	801
ENSMUSG00000078773	702
ENSMUSG00000087153	862
ENSMUSG00000082363	531
ENSMUSG00000082608	641
ENSMUSG00000111357	1003
ENSMUSG00000106637	2736
ENSMUSG00000075335	1963
ENSMUSG00000003974	3049
ENSMUSG00000029298	4381
ENSMUSG00000029298	5043
ENSMUSG00000029298	555
ENSMUSG00000029298	2701
ENSMUSG00000111836	420
ENSMUSG00000111836	1561
ENSMUSG00000111836	796
ENSMUSG00000111836	482
ENSMUSG00000046196	2438
ENSMUSG00000046196	2022
ENSMUSG00000047383	878
ENSMUSG00000082620	264
ENSMUSG00000058921	3923
ENSMUSG00000082965	913
ENSMUSG00000090762	7979
ENSMUSG00000090762	7942
ENSMUSG00000090762	7819
ENSMUSG00000090762	7856
ENSMUSG00000090762	2340
ENSMUSG00000108431	745
ENSMUSG00000096272	174
ENSMUSG00000096272	498
ENSMUSG00000081269	843
ENSMUSG00000084396	302
ENSMUSG00000004038	1311
ENSMUSG00000083346	353
ENSMUSG00000099970	581
ENSMUSG00000022314	3956
ENSMUSG00000022314	788
ENSMUSG00000086390	948
ENSMUSG00000086390	511
ENSMUSG00000086390	984
ENSMUSG00000078808	9991
ENSMUSG00000078808	9097
ENSMUSG00000078808	8948
ENSMUSG00000078808	10140
ENSMUSG00000113456	502
ENSMUSG00000117305	123
ENSMUSG00000015242	1104
ENSMUSG00000015242	1553
ENSMUSG00000015242	309
ENSMUSG00000015242	1099
ENSMUSG00000022602	3055
ENSMUSG00000022602	3054
ENSMUSG00000087170	630
ENSMUSG00000087170	928
ENSMUSG00000087170	1562
ENSMUSG00000087170	430
ENSMUSG00000042564	2283
ENSMUSG00000042564	2271
ENSMUSG00000042564	1940
ENSMUSG00000042564	1706
ENSMUSG00000042564	486
ENSMUSG00000042564	799
ENSMUSG00000042564	2013
ENSMUSG00000042564	788
ENSMUSG00000042564	2552
ENSMUSG00000042564	677
ENSMUSG00000042564	1896
ENSMUSG00000042564	5187
ENSMUSG00000099426	622
ENSMUSG00000099426	437
ENSMUSG00000029050	4521
ENSMUSG00000029050	5309
ENSMUSG00000029050	5522
ENSMUSG00000096051	2862
ENSMUSG00000096051	3011
ENSMUSG00000096051	2689
ENSMUSG00000096051	2540
ENSMUSG00000096051	933
ENSMUSG00000079363	4509
ENSMUSG00000079363	4538
ENSMUSG00000079363	709
ENSMUSG00000079363	768
ENSMUSG00000079363	736
ENSMUSG00000079363	3165
ENSMUSG00000116594	2206
ENSMUSG00000116594	513
ENSMUSG00000116594	881
ENSMUSG00000116594	734
ENSMUSG00000116594	719
ENSMUSG00000113563	1394
ENSMUSG00000096711	174
ENSMUSG00000096711	498
ENSMUSG00000082361	2876
ENSMUSG00000082361	4027
ENSMUSG00000082361	966
ENSMUSG00000082361	410
ENSMUSG00000093775	773
ENSMUSG00000019923	1834
ENSMUSG00000019923	2676
ENSMUSG00000019923	1138
ENSMUSG00000019923	824
ENSMUSG00000019923	780
ENSMUSG00000019923	380
ENSMUSG00000081679	130
ENSMUSG00000108851	689
ENSMUSG00000108851	489
ENSMUSG00000109577	396
ENSMUSG00000113081	452
ENSMUSG00000113081	1044
ENSMUSG00000105348	606
ENSMUSG00000031075	4552
ENSMUSG00000031075	4566
ENSMUSG00000031075	769
ENSMUSG00000031075	551
ENSMUSG00000031075	1620
ENSMUSG00000031075	1004
ENSMUSG00000031075	926
ENSMUSG00000031075	450
ENSMUSG00000031075	834
ENSMUSG00000031075	4585
ENSMUSG00000113107	269
ENSMUSG00000050761	1086
ENSMUSG00000050761	2085
ENSMUSG00000111045	3036
ENSMUSG00000104431	2168
ENSMUSG00000101728	537
ENSMUSG00000101728	352
ENSMUSG00000108039	206
ENSMUSG00000113495	2021
ENSMUSG00000116414	278
ENSMUSG00000018476	6654
ENSMUSG00000018476	743
ENSMUSG00000025907	656
ENSMUSG00000025907	690
ENSMUSG00000025907	7607
ENSMUSG00000025907	1151
ENSMUSG00000025907	520
ENSMUSG00000025907	2712
ENSMUSG00000025907	5707
ENSMUSG00000025907	4136
ENSMUSG00000025907	2204
ENSMUSG00000025907	519
ENSMUSG00000025907	875
ENSMUSG00000025907	332
ENSMUSG00000025907	633
ENSMUSG00000025907	898
ENSMUSG00000025907	2150
ENSMUSG00000025907	1599
ENSMUSG00000104995	285
ENSMUSG00000094942	2310
ENSMUSG00000094942	736
ENSMUSG00000094942	1677
ENSMUSG00000074401	1439
ENSMUSG00000083565	610
ENSMUSG00000072214	3678
ENSMUSG00000072214	2003
ENSMUSG00000072214	2143
ENSMUSG00000072214	1314
ENSMUSG00000072214	521
ENSMUSG00000103448	1922
ENSMUSG00000040183	4683
ENSMUSG00000040183	4354
ENSMUSG00000040183	2321
ENSMUSG00000040183	798
ENSMUSG00000040183	613
ENSMUSG00000040183	713
ENSMUSG00000040183	4573
ENSMUSG00000040183	4444
ENSMUSG00000106661	745
ENSMUSG00000113151	313
ENSMUSG00000052459	4234
ENSMUSG00000052459	3896
ENSMUSG00000052459	3093
ENSMUSG00000052459	894
ENSMUSG00000052459	629
ENSMUSG00000052459	440
ENSMUSG00000003477	1077
ENSMUSG00000003477	919
ENSMUSG00000041439	4932
ENSMUSG00000041439	3716
ENSMUSG00000041439	2864
ENSMUSG00000041439	3493
ENSMUSG00000041439	629
ENSMUSG00000041439	2881
ENSMUSG00000040663	1847
ENSMUSG00000040663	3550
ENSMUSG00000040663	1878
ENSMUSG00000040663	646
ENSMUSG00000100509	696
ENSMUSG00000026672	2614
ENSMUSG00000026672	2411
ENSMUSG00000026672	2299
ENSMUSG00000026672	1198
ENSMUSG00000026672	697
ENSMUSG00000097350	3174
ENSMUSG00000028696	2115
ENSMUSG00000028696	2118
ENSMUSG00000117337	392
ENSMUSG00000096679	2260
ENSMUSG00000100212	1242
ENSMUSG00000100579	621
ENSMUSG00000100579	437
ENSMUSG00000048148	3826
ENSMUSG00000048148	4301
ENSMUSG00000048148	10792
ENSMUSG00000048148	10789
ENSMUSG00000048148	4126
ENSMUSG00000048148	4274
ENSMUSG00000048148	4231
ENSMUSG00000048148	645
ENSMUSG00000048148	7840
ENSMUSG00000066031	1810
ENSMUSG00000066031	776
ENSMUSG00000066031	670
ENSMUSG00000066031	833
ENSMUSG00000076532	358
ENSMUSG00000072295	2131
ENSMUSG00000072295	381
ENSMUSG00000051674	4117
ENSMUSG00000051674	945
ENSMUSG00000051674	4023
ENSMUSG00000051674	4116
ENSMUSG00000051674	514
ENSMUSG00000051674	521
ENSMUSG00000051674	347
ENSMUSG00000051674	1243
ENSMUSG00000051674	714
ENSMUSG00000051674	663
ENSMUSG00000051674	493
ENSMUSG00000076533	352
ENSMUSG00000111511	933
ENSMUSG00000111511	1318
ENSMUSG00000111511	1186
ENSMUSG00000111511	1185
ENSMUSG00000116950	2048
ENSMUSG00000093677	1491
ENSMUSG00000051977	3438
ENSMUSG00000051977	1082
ENSMUSG00000051977	708
ENSMUSG00000051977	1447
ENSMUSG00000051977	666
ENSMUSG00000051977	474
ENSMUSG00000051977	3460
ENSMUSG00000110981	6542
ENSMUSG00000110981	4797
ENSMUSG00000104849	185
ENSMUSG00000049231	237
ENSMUSG00000083020	385
ENSMUSG00000061462	7733
ENSMUSG00000061462	4154
ENSMUSG00000061462	23483
ENSMUSG00000061462	2824
ENSMUSG00000061462	2566
ENSMUSG00000061462	2950
ENSMUSG00000061462	23006
ENSMUSG00000061462	24175
ENSMUSG00000095494	639
ENSMUSG00000029703	2473
ENSMUSG00000029703	3139
ENSMUSG00000029703	2200
ENSMUSG00000029703	219
ENSMUSG00000029703	2339
ENSMUSG00000029703	1545
ENSMUSG00000029703	2723
ENSMUSG00000029703	800
ENSMUSG00000029703	694
ENSMUSG00000109213	930
ENSMUSG00000108109	290
ENSMUSG00000108939	933
ENSMUSG00000030034	1503
ENSMUSG00000030034	1310
ENSMUSG00000030034	297
ENSMUSG00000030034	1038
ENSMUSG00000085178	840
ENSMUSG00000099752	925
ENSMUSG00000099752	313
ENSMUSG00000079357	1682
ENSMUSG00000079357	1951
ENSMUSG00000094624	907
ENSMUSG00000082644	519
ENSMUSG00000025733	3189
ENSMUSG00000025733	1858
ENSMUSG00000025733	2912
ENSMUSG00000025733	937
ENSMUSG00000025733	744
ENSMUSG00000025733	500
ENSMUSG00000025733	815
ENSMUSG00000025733	556
ENSMUSG00000025733	777
ENSMUSG00000025733	634
ENSMUSG00000025733	747
ENSMUSG00000025733	515
ENSMUSG00000025733	532
ENSMUSG00000025733	452
ENSMUSG00000025733	348
ENSMUSG00000025733	423
ENSMUSG00000025733	482
ENSMUSG00000094586	1378
ENSMUSG00000094586	1536
ENSMUSG00000094586	827
ENSMUSG00000094586	888
ENSMUSG00000094586	985
ENSMUSG00000094586	1046
ENSMUSG00000032116	5867
ENSMUSG00000032116	681
ENSMUSG00000032116	858
ENSMUSG00000032116	602
ENSMUSG00000032116	285
ENSMUSG00000032116	669
ENSMUSG00000032116	598
ENSMUSG00000032116	891
ENSMUSG00000032116	2386
ENSMUSG00000110531	578
ENSMUSG00000090336	799
ENSMUSG00000090336	730
ENSMUSG00000090336	1212
ENSMUSG00000090336	3295
ENSMUSG00000110419	612
ENSMUSG00000110419	1446
ENSMUSG00000110419	2479
ENSMUSG00000104378	4762
ENSMUSG00000039166	2321
ENSMUSG00000039166	2391
ENSMUSG00000039166	557
ENSMUSG00000039166	2092
ENSMUSG00000039166	720
ENSMUSG00000039166	919
ENSMUSG00000039166	397
ENSMUSG00000039166	236
ENSMUSG00000103390	543
ENSMUSG00000086430	1065
ENSMUSG00000092618	1751
ENSMUSG00000092618	1620
ENSMUSG00000036155	2229
ENSMUSG00000036155	8436
ENSMUSG00000036155	2984
ENSMUSG00000036155	3216
ENSMUSG00000031608	4313
ENSMUSG00000031608	3413
ENSMUSG00000031608	897
ENSMUSG00000031608	2042
ENSMUSG00000047879	4726
ENSMUSG00000047879	2019
ENSMUSG00000047879	477
ENSMUSG00000047879	989
ENSMUSG00000047879	1346
ENSMUSG00000047879	664
ENSMUSG00000047879	656
ENSMUSG00000047879	612
ENSMUSG00000047879	1484
ENSMUSG00000047879	639
ENSMUSG00000053964	1298
ENSMUSG00000053964	1384
ENSMUSG00000053964	408
ENSMUSG00000053964	793
ENSMUSG00000053964	702
ENSMUSG00000053964	1059
ENSMUSG00000053964	519
ENSMUSG00000066613	2081
ENSMUSG00000066613	451
ENSMUSG00000066613	868
ENSMUSG00000066613	749
ENSMUSG00000066613	563
ENSMUSG00000066613	2509
ENSMUSG00000066613	1581
ENSMUSG00000091010	553
ENSMUSG00000084918	1046
ENSMUSG00000084918	349
ENSMUSG00000095368	984
ENSMUSG00000095368	612
ENSMUSG00000046169	7690
ENSMUSG00000046169	3840
ENSMUSG00000046169	4901
ENSMUSG00000046169	6480
ENSMUSG00000046169	4672
ENSMUSG00000046169	745
ENSMUSG00000046169	4822
ENSMUSG00000036955	2622
ENSMUSG00000036955	804
ENSMUSG00000036955	2472
ENSMUSG00000036955	2311
ENSMUSG00000036955	1699
ENSMUSG00000036955	784
ENSMUSG00000036955	628
ENSMUSG00000036955	440
ENSMUSG00000036955	959
ENSMUSG00000029682	2107
ENSMUSG00000029682	2100
ENSMUSG00000029682	1300
ENSMUSG00000029682	2013
ENSMUSG00000081499	425
ENSMUSG00000111156	770
ENSMUSG00000040389	4222
ENSMUSG00000040389	745
ENSMUSG00000040389	1088
ENSMUSG00000040389	663
ENSMUSG00000040389	529
ENSMUSG00000040389	654
ENSMUSG00000040389	701
ENSMUSG00000003731	5710
ENSMUSG00000003731	2195
ENSMUSG00000003731	521
ENSMUSG00000003731	724
ENSMUSG00000003731	389
ENSMUSG00000003731	534
ENSMUSG00000030726	3069
ENSMUSG00000030726	1574
ENSMUSG00000030726	1341
ENSMUSG00000030726	1716
ENSMUSG00000030726	748
ENSMUSG00000030726	658
ENSMUSG00000030726	1329
ENSMUSG00000030726	487
ENSMUSG00000030726	620
ENSMUSG00000030726	607
ENSMUSG00000105730	348
ENSMUSG00000105443	668
ENSMUSG00000020846	3512
ENSMUSG00000026254	1125
ENSMUSG00000026254	1807
ENSMUSG00000026254	2869
ENSMUSG00000026254	3394
ENSMUSG00000026254	3473
ENSMUSG00000026254	1569
ENSMUSG00000026254	570
ENSMUSG00000026254	1119
ENSMUSG00000111726	411
ENSMUSG00000081491	333
ENSMUSG00000111916	384
ENSMUSG00000100302	2491
ENSMUSG00000108758	301
ENSMUSG00000003617	4029
ENSMUSG00000003617	1877
ENSMUSG00000003617	4092
ENSMUSG00000003617	4504
ENSMUSG00000003617	1635
ENSMUSG00000003617	3183
ENSMUSG00000003617	3152
ENSMUSG00000003617	684
ENSMUSG00000003617	814
ENSMUSG00000003617	628
ENSMUSG00000003617	770
ENSMUSG00000003617	573
ENSMUSG00000003617	674
ENSMUSG00000003617	746
ENSMUSG00000003617	484
ENSMUSG00000003617	4564
ENSMUSG00000083441	155
ENSMUSG00000094217	628
ENSMUSG00000108644	746
ENSMUSG00000111242	1612
ENSMUSG00000081161	397
ENSMUSG00000112371	539
ENSMUSG00000093557	402
ENSMUSG00000100057	622
ENSMUSG00000100057	437
ENSMUSG00000100129	813
ENSMUSG00000112352	2420
ENSMUSG00000033306	4137
ENSMUSG00000033306	15459
ENSMUSG00000033306	4306
ENSMUSG00000033306	3894
ENSMUSG00000033306	1808
ENSMUSG00000033306	601
ENSMUSG00000040614	2631
ENSMUSG00000040614	3216
ENSMUSG00000040614	1228
ENSMUSG00000040614	2979
ENSMUSG00000040614	2037
ENSMUSG00000105251	954
ENSMUSG00000110204	946
ENSMUSG00000026616	6212
ENSMUSG00000026616	2736
ENSMUSG00000026616	974
ENSMUSG00000026616	355
ENSMUSG00000026616	206
ENSMUSG00000026616	1000
ENSMUSG00000026616	4227
ENSMUSG00000026616	751
ENSMUSG00000026616	357
ENSMUSG00000026616	689
ENSMUSG00000026616	6207
ENSMUSG00000026616	1044
ENSMUSG00000105105	541
ENSMUSG00000054594	1823
ENSMUSG00000054594	1829
ENSMUSG00000054594	1796
ENSMUSG00000054594	388
ENSMUSG00000026347	2744
ENSMUSG00000026347	3488
ENSMUSG00000026347	603
ENSMUSG00000026347	514
ENSMUSG00000026347	2657
ENSMUSG00000100911	767
ENSMUSG00000058014	3282
ENSMUSG00000058014	1059
ENSMUSG00000102353	1748
ENSMUSG00000084939	3502
ENSMUSG00000030760	11340
ENSMUSG00000030760	3964
ENSMUSG00000030760	1440
ENSMUSG00000030760	3943
ENSMUSG00000030760	441
ENSMUSG00000085835	489
ENSMUSG00000024986	1802
ENSMUSG00000024986	1435
ENSMUSG00000041798	2361
ENSMUSG00000041798	1786
ENSMUSG00000041798	2727
ENSMUSG00000041798	394
ENSMUSG00000061728	1763
ENSMUSG00000070552	1180
ENSMUSG00000028016	3101
ENSMUSG00000028016	5386
ENSMUSG00000028016	728
ENSMUSG00000079579	604
ENSMUSG00000105352	617
ENSMUSG00000105352	866
ENSMUSG00000105352	712
ENSMUSG00000101063	964
ENSMUSG00000016028	10879
ENSMUSG00000016028	6802
ENSMUSG00000016028	646
ENSMUSG00000016028	377
ENSMUSG00000105349	705
